-0.06226	-0.06125	-0.06041	-0.05957	-0.05894	-0.05681	-0.05790	-0.05738	-0.05702	-0.05666	-0.05637	-0.05608	-0.05580	-0.05563	-0.05548	-0.05534	-0.05528	-0.05526	-0.05527	-0.05532	-0.05248	-0.05278	-0.05309	-0.05342	-0.05357	-0.05397	-0.05453	-0.05484	-0.05537	-0.05582	-0.05628	-0.05677	-0.05732	-0.05780	-0.05834	-0.05903	-0.05949	-0.06009	-0.06071	-0.06135	-0.06202	-0.06270	-0.06340	-0.06449	-0.06527	-0.06565	-0.06690	-0.06726	-0.06810	-0.06896	-0.07045	-0.07077	-0.07171	-0.07268	-0.07442	-0.07507	-0.07615	-0.07752	-0.07841	-0.07958	-0.08080	-0.08204	-0.08332	-0.08464	-0.08626	-0.08740	-0.08884	-0.09032	-0.09185	-0.09368	-0.09505	-0.09672	-0.09870	-0.10047	-0.10230	-0.10419	-0.10589	-0.10816	-0.10998	-0.11212	-0.11434	-0.11663	-0.11926	-0.12146	-0.12400	-0.12662	-0.12934	-0.13216	-0.13534	-0.13837	-0.14127	-0.14453	-0.14793	-0.15205	-0.15574	-0.15957	-0.16356	-0.16772	-0.17206	-0.17661	-0.18134	-0.18629	-0.19148	-0.19692	-0.20263	-0.20861	-0.21491	-0.22155	-0.22854	-0.23594	-0.24373	-0.25204	-0.26086	-0.27022	-0.28020	-0.29083	-0.30217	-0.31424	-0.32702	-0.34053	-0.35468	-0.36934	-0.38448	-0.49252	-0.51704	-0.54356	-0.57230	-0.60353
-0.40604	-0.45499	-0.48876	-0.45368	-0.43951	-0.44118	-0.36269	-0.31539	-0.27590	-0.23981	-0.20960	-0.18372	-0.16441	-0.14779	-0.14317	-0.12272	-0.12088	-0.10583	-0.09932	-0.09382	-0.06672	-0.06526	-0.06401	-0.06294	-0.06203	-0.06127	-0.06063	-0.06009	-0.05966	-0.05930	-0.05903	-0.05883	-0.05869	-0.05861	-0.05858	-0.05860	-0.05866	-0.05877	-0.05891	-0.05910	-0.05932	-0.05957	-0.05985	-0.06016	-0.06050	-0.06087	-0.06126	-0.06168	-0.06213	-0.06260	-0.06309	-0.06361	-0.06415	-0.06471	-0.06530	-0.06591	-0.06654	-0.06719	-0.06786	-0.06856	-0.06928	-0.07002	-0.07079	-0.07157	-0.07238	-0.07321	-0.07407	-0.07495	-0.07585	-0.07678	-0.07773	-0.07871	-0.07971	-0.08074	-0.08179	-0.08288	-0.08399	-0.08512	-0.08629	-0.08749	-0.08871	-0.08997	-0.09126	-0.09258	-0.09393	-0.09532	-0.09674	-0.09820	-0.09970	-0.10123	-0.10280	-0.10407	-0.10571	-0.10740	-0.10913	-0.11091	-0.11273	-0.11460	-0.11652	-0.11849	-0.12051	-0.12259	-0.12473	-0.12692	-0.12918	-0.13150	-0.13388	-0.13634	-0.13886	-0.14146	-0.14414	-0.14690	-0.14974	-0.15267	-0.15569	-0.15880	-0.16202	-0.16535	-0.16878	-0.17233	-0.17600	-0.17981	-0.18375	-0.18783	-0.19207	-0.19646	-0.20103	-0.20579
-0.04367	-0.04441	-0.04757	-0.04884	-0.05029	-0.05194	-0.05380	-0.05069	-0.05216	-0.05374	-0.06266	-0.05720	-0.06669	-0.06119	-0.06354	-0.06629	-0.06945	-0.07316	-0.08833	-0.08265	-0.08871	-0.09587	-0.12004	-0.13174	-0.15570	-0.17683	-0.19107	-0.21964	-0.25343	-0.30965	-0.35075	-0.36748	-0.39471	-0.40512	-0.39666	-0.36982	-0.33419	-0.29525	-0.20161	-0.17823	-0.20880	-0.18466	-0.14280	-0.12520	-0.11735	-0.11065	-0.10492	-0.09999	-0.09573	-0.09204	-0.08850	-0.08574	-0.08332	-0.08121	-0.07936	-0.07774	-0.07633	-0.07509	-0.07402	-0.07370	-0.07285	-0.07212	-0.07150	-0.07097	-0.06605	-0.06631	-0.06661	-0.06694	-0.06720	-0.06759	-0.06801	-0.06846	-0.06894	-0.06944	-0.06997	-0.07053	-0.07112	-0.07173	-0.07236	-0.07301	-0.07368	-0.07438	-0.07511	-0.07586	-0.07664	-0.07743	-0.07826	-0.07911	-0.07998	-0.08088	-0.08180	-0.08275	-0.08372	-0.08472	-0.08575	-0.08681	-0.08789	-0.08900	-0.09014	-0.09131	-0.09251	-0.09374	-0.09499	-0.09629	-0.09761	-0.09897	-0.10036	-0.10178	-0.10324	-0.10474	-0.10628	-0.10785	-0.10946	-0.11111	-0.11281	-0.11455	-0.11375	-0.11552	-0.11733	-0.11919	-0.12110	-0.12306	-0.12507	-0.12713	-0.12924	-0.13141	-0.13448	-0.13678
-0.15547	-0.16315	-0.17159	-0.18052	-0.18866	-0.20111	-0.21287	-0.22230	-0.23658	-0.25204	-0.26937	-0.25460	-0.27263	-0.29276	-0.31495	-0.34029	-0.36900	-0.40226	-0.43957	-0.48237	-0.53169	-0.58894	-0.65404	-0.73366	-0.82323	-0.93412	-1.05963	-1.17610	-1.35807	-1.55810	-1.76347	-2.07300	-2.37517	-2.69678	-2.97367	-3.23574	-3.23964	-3.27666	-2.91586	-2.62772	-2.33436	-2.04396	-1.80733	-1.57663	-1.37875	-1.22298	-1.07508	-0.96699	-0.87449	-0.79691	-0.72993	-0.67238	-0.62240	-0.57975	-0.54242	-0.50970	-0.48132	-0.45648	-0.43482	-0.41561	-0.39884	-0.38418	-0.37123	-0.35999	-0.35013	-0.34163	-0.33414	-0.32805	-0.32298	-0.31877	-0.31541	-0.31284	-0.31100	-0.30987	-0.30940	-0.30958	-0.31037	-0.31178	-0.31369	-0.31627	-0.31943	-0.32318	-0.32750	-0.33282	-0.33828	-0.34445	-0.35138	-0.37248	-0.38138	-0.39103	-0.40147	-0.41274	-0.40709	-0.43797	-0.43218	-0.44616	-0.46119	-0.47707	-0.51960	-0.51298	-0.53329	-0.55479	-0.60959	-0.63648	-0.66544	-0.65826	-0.73028	-0.76660	-0.75893	-0.85337	-0.84033	-0.88516	-1.00504	-1.06462	-1.12807	-1.11288	-1.18285	-1.25935	-1.43909	-1.43502	-1.53601	-1.64720	-1.90608	-2.05039	-2.05533	-2.22166	-2.40046	-2.83041
-0.14079	-0.13444	-0.13069	-0.12365	-0.11904	-0.11489	-0.11112	-0.10892	-0.10460	-0.10177	-0.10015	-0.09684	-0.09469	-0.09273	-0.09093	-0.08996	-0.08841	-0.08700	-0.08713	-0.08453	-0.08297	-0.08247	-0.08115	-0.08037	-0.08004	-0.07902	-0.07880	-0.07827	-0.07781	-0.07711	-0.07756	-0.07649	-0.07694	-0.07628	-0.07612	-0.07580	-0.07592	-0.07589	-0.07589	-0.07577	-0.07720	-0.07719	-0.07731	-0.07739	-0.07739	-0.07764	-0.07782	-0.07802	-0.07816	-0.07855	-0.07873	-0.07918	-0.07955	-0.07982	-0.08024	-0.08084	-0.08119	-0.08183	-0.08237	-0.08280	-0.08354	-0.08404	-0.08470	-0.08538	-0.08989	-0.08798	-0.08879	-0.08962	-0.09049	-0.09138	-0.09513	-0.09326	-0.09425	-0.09527	-0.09631	-0.09740	-0.09851	-0.09966	-0.10084	-0.10206	-0.10331	-0.10460	-0.10592	-0.10728	-0.10869	-0.11013	-0.12651	-0.12851	-0.13057	-0.13269	-0.13487	-0.13712	-0.13944	-0.14182	-0.14428	-0.14682	-0.14943	-0.15213	-0.15491	-0.15778	-0.16074	-0.16381	-0.16697	-0.17025	-0.17364	-0.17715	-0.18079	-0.18457	-0.18849	-0.19259	-0.19685	-0.20130	-0.20595	-0.21084	-0.21600	-0.22145	-0.22724	-0.23342	-0.24008	-0.24729	-0.25517	-0.26386	-0.27353	-0.28435	-0.29649	-0.31000	-0.32468	-0.33985
-0.11912	-0.13159	-0.14259	-0.15684	-0.17426	-0.19607	-0.22001	-0.25182	-0.28856	-0.33444	-0.38722	-0.44671	-0.50910	-0.58818	-0.65127	-0.70138	-0.73980	-0.54589	-0.48103	-0.41768	-0.36755	-0.32834	-0.28553	-0.25676	-0.23199	-0.21541	-0.19809	-0.18284	-0.17103	-0.15880	-0.15137	-0.14358	-0.13687	-0.13106	-0.12473	-0.12167	-0.11714	-0.11459	-0.11046	-0.10871	-0.10531	-0.10405	-0.10369	-0.10235	-0.09968	-0.09916	-0.09843	-0.09754	-0.09825	-0.09818	-0.09697	-0.09793	-0.09699	-0.09694	-0.09824	-0.09860	-0.09823	-0.09876	-0.09921	-0.10008	-0.10174	-0.10258	-0.10351	-0.10450	-0.10558	-0.10672	-0.10794	-0.10924	-0.10962	-0.11124	-0.11358	-0.11518	-0.11688	-0.11862	-0.12046	-0.12159	-0.12439	-0.12654	-0.12790	-0.13098	-0.13231	-0.13590	-0.13850	-0.14114	-0.14395	-0.14689	-0.14879	-0.15313	-0.15645	-0.15869	-0.16357	-0.16728	-0.17046	-0.17535	-0.17886	-0.18334	-0.18875	-0.19216	-0.19723	-0.20254	-0.20906	-0.20000	-0.21492	-0.21914	-0.22738	-0.23204	-0.24110	-0.23639	-0.28932	-0.29939	-0.30986	-0.32094	-0.33268	-0.34513	-0.35834	-0.37240	-0.38706	-0.40329	-0.42030	-0.43847	-0.45791	-0.47833	-0.50067	-0.52512	-0.55057	-0.62530	-0.60908	-0.64142
-0.04808	-0.04810	-0.04811	-0.04812	-0.04815	-0.04818	-0.04820	-0.04823	-0.04829	-0.04834	-0.04837	-0.05139	-0.05045	-0.05046	-0.05055	-0.05066	-0.05223	-0.05092	-0.05105	-0.05120	-0.05134	-0.05151	-0.05167	-0.05211	-0.05206	-0.05260	-0.05251	-0.05276	-0.05302	-0.05338	-0.06066	-0.06073	-0.05439	-0.05531	-0.05684	-0.05871	-0.05870	-0.05755	-0.05898	-0.05916	-0.05942	-0.05965	-0.05984	-0.06016	-0.05969	-0.06074	-0.06101	-0.06139	-0.06169	-0.06206	-0.06243	-0.06282	-0.06278	-0.06318	-0.06363	-0.06410	-0.06461	-0.06547	-0.06557	-0.06609	-0.06662	-0.06716	-0.06772	-0.06829	-0.06888	-0.06948	-0.07010	-0.07074	-0.07170	-0.07211	-0.07279	-0.07345	-0.07417	-0.07491	-0.07568	-0.07645	-0.07725	-0.07807	-0.07892	-0.07983	-0.08072	-0.08163	-0.08251	-0.08346	-0.08444	-0.08551	-0.08655	-0.08755	-0.08890	-0.08975	-0.09183	-0.09307	-0.09429	-0.09549	-0.09678	-0.09810	-0.09946	-0.10086	-0.10229	-0.10377	-0.10528	-0.10690	-0.10844	-0.11015	-0.11177	-0.11351	-0.11530	-0.11713	-0.11902	-0.12097	-0.12304	-0.12503	-0.12722	-0.12941	-0.13157	-0.13389	-0.13627	-0.13872	-0.14125	-0.14385	-0.14653	-0.14930	-0.15215	-0.15520	-0.15813	-0.16126	-0.16449	-0.16795
-0.15045	-0.14146	-0.13364	-0.12680	-0.12081	-0.11554	-0.11091	-0.10684	-0.10323	-0.10001	-0.10801	-0.10760	-0.10651	-0.10554	-0.10232	-0.09852	-0.09459	-0.09090	-0.08947	-0.08636	-0.08372	-0.08147	-0.07955	-0.07790	-0.07649	-0.07527	-0.07422	-0.07330	-0.07251	-0.07182	-0.07123	-0.07071	-0.07028	-0.06991	-0.06960	-0.06935	-0.06915	-0.06900	-0.06890	-0.06884	-0.06882	-0.06883	-0.06889	-0.06898	-0.06910	-0.06697	-0.06810	-0.06762	-0.06877	-0.06915	-0.06954	-0.06921	-0.06966	-0.07088	-0.07137	-0.07189	-0.07171	-0.07298	-0.07287	-0.07418	-0.07482	-0.07462	-0.07616	-0.07687	-0.07760	-0.07836	-0.07914	-0.07996	-0.08079	-0.08099	-0.08188	-0.08347	-0.08442	-0.08540	-0.08640	-0.08678	-0.08785	-0.08895	-0.09008	-0.09125	-0.09245	-0.09369	-0.09496	-0.09627	-0.09762	-0.09901	-0.10044	-0.10191	-0.10342	-0.10498	-0.11368	-0.11556	-0.11727	-0.11926	-0.12154	-0.12342	-0.12583	-0.12809	-0.13041	-0.13255	-0.13527	-0.13756	-0.14046	-0.14291	-0.14600	-0.14862	-0.15191	-0.15502	-0.15824	-0.16158	-0.16503	-0.16827	-0.17232	-0.17616	-0.19819	-0.20322	-0.20848	-0.21398	-0.21974	-0.22577	-0.23210	-0.23875	-0.24574	-0.25311	-0.26087	-0.26906	-0.27772	-0.28689
-0.06943	-0.07544	-0.08282	-0.09191	-0.10309	-0.11670	-0.13285	-0.15110	-0.16989	-0.18626	-0.19638	-0.19738	-0.18927	-0.17484	-0.15782	-0.14106	-0.12608	-0.11331	-0.10286	-0.09440	-0.08748	-0.08236	-0.07775	-0.07400	-0.07094	-0.06844	-0.06639	-0.06471	-0.06334	-0.06244	-0.06152	-0.06078	-0.06020	-0.05975	-0.05941	-0.05918	-0.05904	-0.05898	-0.05898	-0.05905	-0.05918	-0.05945	-0.05967	-0.05994	-0.06017	-0.06052	-0.06090	-0.05824	-0.05910	-0.05936	-0.05996	-0.06057	-0.06142	-0.06206	-0.06272	-0.06340	-0.06396	-0.06470	-0.06546	-0.06634	-0.06713	-0.06788	-0.06873	-0.06961	-0.07050	-0.07142	-0.07235	-0.07330	-0.07427	-0.07533	-0.07630	-0.07744	-0.07854	-0.07955	-0.08068	-0.08199	-0.08304	-0.08444	-0.08552	-0.08681	-0.08834	-0.08948	-0.09087	-0.09229	-0.09402	-0.09524	-0.09678	-0.09835	-0.09997	-0.10199	-0.10371	-0.10506	-0.10729	-0.10914	-0.11105	-0.11300	-0.11450	-0.11710	-0.11863	-0.12078	-0.12366	-0.12594	-0.12760	-0.12999	-0.13322	-0.13576	-0.13761	-0.14106	-0.14382	-0.14666	-0.14960	-0.15259	-0.15570	-0.15891	-0.16226	-0.16562	-0.16917	-0.17279	-0.17648	-0.20049	-0.20513	-0.20990	-0.21485	-0.21996	-0.26955	-0.27367	-0.28416	-0.29189
-0.15562	-0.15908	-0.16283	-0.16673	-0.17077	-0.17516	-0.17954	-0.18390	-0.18862	-0.19375	-0.19887	-0.20399	-0.20954	-0.21532	-0.22135	-0.22763	-0.23419	-0.24103	-0.24817	-0.25563	-0.26343	-0.27159	-0.28044	-0.28904	-0.29839	-0.30818	-0.32148	-0.32863	-0.34383	-0.35585	-0.36848	-0.38176	-0.39100	-0.41044	-0.42594	-0.44228	-0.45952	-0.47772	-0.49695	-0.51729	-0.53881	-0.56160	-0.58576	-0.61140	-0.59133	-0.61756	-0.64544	-0.67508	-0.70665	-0.74029	-0.77617	-0.81449	-0.85545	-0.89928	-0.94623	-0.99658	-1.05065	-1.10480	-1.16701	-1.23403	-1.30631	-1.38438	-1.47040	-1.56200	-1.66131	-1.76909	-1.88622	-2.01366	-2.15247	-2.30384	-2.46906	-2.64956	-2.84691	-3.06281	-3.29912	-3.55778	-3.84083	-4.15038	-4.48846	-4.85696	-5.25728	-5.69021	-6.15521	-6.64988	-7.16889	-7.70259	-8.23535	-8.74434	-9.19926	-9.56375	-9.80199	-9.88747	-9.81173	-9.58742	-9.24357	-8.81390	-8.33881	-7.84351	-7.34875	-6.86835	-6.41083	-5.98064	-5.58009	-5.20856	-4.86549	-4.54937	-4.25834	-3.99051	-3.74401	-3.51714	-3.30829	-3.11603	-2.93894	-2.77575	-2.61254	-2.47507	-2.34797	-2.23030	-2.12123	-2.01999	-1.92592	-1.83838	-1.75683	-1.68076	-1.60971	-1.54327	-1.48107	-1.30769
